assetPath,characterId,characterName,searchStrings,packId,versionFrom,uncapVersionFrom,assetRole,variant,variantRaw,width,height,format,metadataSource,evidence,confidence,publicArchiveSuitability
assets/char/1080/1.png,1,tairitsu,"[""対立"",""对立"",""對立"",""たいりつ"",""타이리츠""]",,0.0.0,0.0.0,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/1.png,Confirmed,High
assets/char/1080/10.png,10,ilith,"[""イリス"",""이리스"",""依莉丝"",""依麗絲""]",,0.0.0,4.3.0,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/10.png,Confirmed,High
assets/char/1080/10u.png,10,ilith,"[""イリス"",""이리스"",""依莉丝"",""依麗絲""]",,0.0.0,4.3.0,character-variant-art-uncap-candidate,u,u,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/10u.png,High,High
assets/char/1080/11.png,11,eto,"[""エト"",""爱托"",""愛托"",""에토""]",nijuusei,0.0.0,0.0.0,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/11.png,Confirmed,High
assets/char/1080/11u.png,11,eto,"[""エト"",""爱托"",""愛托"",""에토""]",nijuusei,0.0.0,0.0.0,character-variant-art-uncap-candidate,u,u,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/11u.png,High,High
assets/char/1080/12.png,12,luna,"[""ルナ"",""露娜"",""露娜"",""루나""]",nijuusei,0.0.0,0.0.0,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/12.png,Confirmed,High
assets/char/1080/12u.png,12,luna,"[""ルナ"",""露娜"",""露娜"",""루나""]",nijuusei,0.0.0,0.0.0,character-variant-art-uncap-candidate,u,u,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/12u.png,High,High
assets/char/1080/13.png,13,shirabe,"[""調"",""调"",""調"",""しらべ"",""시라베""]",,0.0.0,0.0.0,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/13.png,Confirmed,High
assets/char/1080/13u.png,13,shirabe,"[""調"",""调"",""調"",""しらべ"",""시라베""]",,0.0.0,0.0.0,character-variant-art-uncap-candidate,u,u,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/13u.png,High,High
assets/char/1080/14.png,14,hikari_zero,"[""光"",""ひかりぜろ"",""ぜろひかり"",""제로 히카리""]",rei,0.0.0,,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/14.png,Confirmed,High
assets/char/1080/15.png,15,hikari_fracture,"[""光"",""ひかりふらくちゃー"",""ふらくちゃーひかり"",""프랙쳐 히카리""]",rei,0.0.0,,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/15.png,Confirmed,High
assets/char/1080/16.png,16,hikari_summer,"[""光"",""ひかりさまー"",""さまーひかり"",""여름 히카리""]",,0.0.0,,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/16.png,Confirmed,High
assets/char/1080/17.png,17,tairitsu_summer,"[""対立"",""对立"",""對立"",""たいりつさまー"",""さまーたいりつ"",""여름 타이리츠""]",,0.0.0,,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/17.png,Confirmed,High
assets/char/1080/18.png,18,tairitsu_trin,"[""対立＆トリン"",""对立 & 托凛"",""對立 & 托凜"",""たいりつとりん"",""타이리츠 트린""]",tonesphere,0.0.0,,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/18.png,Confirmed,High
assets/char/1080/19.png,19,ayu,"[""彩夢"",""彩梦"",""彩夢"",""あゆ"",""아유""]",,0.0.0,0.0.0,character-main-art,base,,1800,1800,PNG,assets/char/characters.json,assets/char/characters.json + assets/char/1080/19.png,Confirmed,High
