trackFolder,trackPath,trackKey,sourceTitle,sourceArtist,IllustrationPath,IllustrationSourceBundlePath,coverageStatus,catalogResourceIds,catalogMatchStatuses,canonicalResourceId,evidence
心の記憶.A39沙包P.0,Assets/Tracks/心の記憶.A39沙包P.0/,Assets/Tracks/心の記憶.A39沙包P.0/Illustration.jpg,心の記憶,A39沙包P,Assets/Tracks/心の記憶.A39沙包P.0/Illustration.jpg,assets/aa/Android/c4d45c5d56aeef35b7f409c7f9058ed7.bundle,covered,01a00092-c18e-7701-ad3c-1191dc7c8b31,high,01a00092-c18e-7701-ad3c-1191dc7c8b31,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
心之所向.姜米條.0,Assets/Tracks/心之所向.姜米條.0/,Assets/Tracks/心之所向.姜米條.0/Illustration.jpg,心之所向,姜米條,Assets/Tracks/心之所向.姜米條.0/Illustration.jpg,assets/aa/Android/8259ef48dd7159372e3779499c916a40.bundle,covered,01a00092-c0be-753d-b466-2178a37397cd,high,01a00092-c0be-753d-b466-2178a37397cd,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
明鏡烈火.MUEvsRekuMochizuki.0,Assets/Tracks/明鏡烈火.MUEvsRekuMochizuki.0/,Assets/Tracks/明鏡烈火.MUEvsRekuMochizuki.0/Illustration.jpg,明鏡烈火,MUEvsRekuMochizuki,Assets/Tracks/明鏡烈火.MUEvsRekuMochizuki.0/Illustration.jpg,assets/aa/Android/aa4c41149b21e964a989f0aabfa09020.bundle,covered,01a00092-b526-7d5f-94c7-b5593323b35a,high,01a00092-b526-7d5f-94c7-b5593323b35a,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
星拂云锦featkoi.S9ryne.0,Assets/Tracks/星拂云锦featkoi.S9ryne.0/,Assets/Tracks/星拂云锦featkoi.S9ryne.0/Illustration.jpg,星拂云锦featkoi,S9ryne,Assets/Tracks/星拂云锦featkoi.S9ryne.0/Illustration.jpg,assets/aa/Android/0519b5085b7cd884134daf76c8e064c5.bundle,covered,01a00092-c274-7f4e-8b08-c1d5ce874155,confirmed,01a00092-c274-7f4e-8b08-c1d5ce874155,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
暗夜苏醒REANIMATE.Warak.0,Assets/Tracks/暗夜苏醒REANIMATE.Warak.0/,Assets/Tracks/暗夜苏醒REANIMATE.Warak.0/Illustration.jpg,暗夜苏醒REANIMATE,Warak,Assets/Tracks/暗夜苏醒REANIMATE.Warak.0/Illustration.jpg,assets/aa/Android/f87238955b23aadf16ae84b92a8020de.bundle,covered,01a00092-a248-70a8-a539-df2080545a22,high,01a00092-a248-70a8-a539-df2080545a22,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
最高傑作.PYKAMIA.0,Assets/Tracks/最高傑作.PYKAMIA.0/,Assets/Tracks/最高傑作.PYKAMIA.0/Illustration.jpg,最高傑作,PYKAMIA,Assets/Tracks/最高傑作.PYKAMIA.0/Illustration.jpg,assets/aa/Android/001cfe6533943ba17aa0ec4482bef34e.bundle,covered,01a00092-ce4d-7a60-b233-98b87ab4d4eb,confirmed,01a00092-ce4d-7a60-b233-98b87ab4d4eb,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
月下缭乱.月見静華vsLUNARiUM.0,Assets/Tracks/月下缭乱.月見静華vsLUNARiUM.0/,Assets/Tracks/月下缭乱.月見静華vsLUNARiUM.0/Illustration.jpg,月下缭乱,月見静華vsLUNARiUM,Assets/Tracks/月下缭乱.月見静華vsLUNARiUM.0/Illustration.jpg,assets/aa/Android/b66ec79f2ce531f9c79f50a67a3a51b7.bundle,covered,01a00092-c9de-7292-8605-1c8db5e0d5a7,high,01a00092-c9de-7292-8605-1c8db5e0d5a7,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
月詠に鳴る.Feryquitousfeat藍月なくる.0,Assets/Tracks/月詠に鳴る.Feryquitousfeat藍月なくる.0/,Assets/Tracks/月詠に鳴る.Feryquitousfeat藍月なくる.0/Illustration.jpg,月詠に鳴る,Feryquitousfeat藍月なくる,Assets/Tracks/月詠に鳴る.Feryquitousfeat藍月なくる.0/Illustration.jpg,assets/aa/Android/07eb143c8181263ab16ca669e3f8b5aa.bundle,covered,01a00092-cacc-70eb-bf0a-8322f3f50df5,high,01a00092-cacc-70eb-bf0a-8322f3f50df5,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
望影の方舟Six.SeURa.0,Assets/Tracks/望影の方舟Six.SeURa.0/,Assets/Tracks/望影の方舟Six.SeURa.0/Illustration.jpg,望影の方舟Six,SeURa,Assets/Tracks/望影の方舟Six.SeURa.0/Illustration.jpg,assets/aa/Android/29853d4d6df568bd23cccc5c06943514.bundle,covered,01a00092-be38-7584-86d1-83bbd68a809c,high,01a00092-be38-7584-86d1-83bbd68a809c,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
桜樹街道.kozatosnow.0,Assets/Tracks/桜樹街道.kozatosnow.0/,Assets/Tracks/桜樹街道.kozatosnow.0/Illustration.jpg,桜樹街道,kozatosnow,Assets/Tracks/桜樹街道.kozatosnow.0/Illustration.jpg,assets/aa/Android/f99faba3f5db56868dd829ce80d41bc7.bundle,covered,01a00092-c50f-75ba-a379-975a41a33ee8,high,01a00092-c50f-75ba-a379-975a41a33ee8,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
混乱Confusion.OnlyMyBlackScore.0,Assets/Tracks/混乱Confusion.OnlyMyBlackScore.0/,Assets/Tracks/混乱Confusion.OnlyMyBlackScore.0/Illustration.jpg,混乱Confusion,OnlyMyBlackScore,Assets/Tracks/混乱Confusion.OnlyMyBlackScore.0/Illustration.jpg,assets/aa/Android/de0047048803c166daa58e7c05c1a5d7.bundle,covered,01a00092-ae24-7cbe-bfe2-b9b7f2fef44b,high,01a00092-ae24-7cbe-bfe2-b9b7f2fef44b,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
游园地.椒盐菠萝.0,Assets/Tracks/游园地.椒盐菠萝.0/,Assets/Tracks/游园地.椒盐菠萝.0/Illustration.jpg,游园地,椒盐菠萝,Assets/Tracks/游园地.椒盐菠萝.0/Illustration.jpg,assets/aa/Android/548f7b01f8e84094a37fac9fa56e0cd5.bundle,covered,01a00092-c816-75b9-aa9a-3895358c973a,high,01a00092-c816-75b9-aa9a-3895358c973a,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
狂喜蘭舞.LeaF.0,Assets/Tracks/狂喜蘭舞.LeaF.0/,Assets/Tracks/狂喜蘭舞.LeaF.0/Illustration.jpg,狂喜蘭舞,LeaF,Assets/Tracks/狂喜蘭舞.LeaF.0/Illustration.jpg,assets/aa/Android/63501bf3c6a3d3cfafa0f6ba683c8819.bundle,covered,01a00092-b1d9-7c9f-b0c8-651b08fc9e48,high,01a00092-b1d9-7c9f-b0c8-651b08fc9e48,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
玩具狂奏曲終焉.きくお.0,Assets/Tracks/玩具狂奏曲終焉.きくお.0/,Assets/Tracks/玩具狂奏曲終焉.きくお.0/Illustration.jpg,玩具狂奏曲終焉,きくお,Assets/Tracks/玩具狂奏曲終焉.きくお.0/Illustration.jpg,assets/aa/Android/039d2de8024840751fbf00cb47bc8193.bundle,covered,01a00092-bcae-7a9e-b19d-ecab011e62a0,confirmed,01a00092-bcae-7a9e-b19d-ecab011e62a0,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
瓷岁.茶鸣拾贰律.0,Assets/Tracks/瓷岁.茶鸣拾贰律.0/,Assets/Tracks/瓷岁.茶鸣拾贰律.0/Illustration.jpg,瓷岁,茶鸣拾贰律,Assets/Tracks/瓷岁.茶鸣拾贰律.0/Illustration.jpg,assets/aa/Android/50121deab9308e03dcc17cfbd4300b04.bundle,covered,01a00092-a7c5-77f8-a768-e9c194ab4170,high,01a00092-a7c5-77f8-a768-e9c194ab4170,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
白と黒のバケモノ.テヅカ.0,Assets/Tracks/白と黒のバケモノ.テヅカ.0/,Assets/Tracks/白と黒のバケモノ.テヅカ.0/Illustration.jpg,白と黒のバケモノ,テヅカ,Assets/Tracks/白と黒のバケモノ.テヅカ.0/Illustration.jpg,assets/aa/Android/f0ff19b3c88a22569683774eddcc5fac.bundle,covered,01a00092-a351-7b98-8d52-4daf6f21b104,high,01a00092-a351-7b98-8d52-4daf6f21b104,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
百鬼夜行.SaladSavior.0,Assets/Tracks/百鬼夜行.SaladSavior.0/,Assets/Tracks/百鬼夜行.SaladSavior.0/Illustration.jpg,百鬼夜行,SaladSavior,Assets/Tracks/百鬼夜行.SaladSavior.0/Illustration.jpg,assets/aa/Android/05f65ae17c69fc8feaf64b97a1373656.bundle,covered,01a00092-a447-75ae-a284-eb9f21207e21,high,01a00092-a447-75ae-a284-eb9f21207e21,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
盏茗.茶鸣拾贰律.0,Assets/Tracks/盏茗.茶鸣拾贰律.0/,Assets/Tracks/盏茗.茶鸣拾贰律.0/Illustration.jpg,盏茗,茶鸣拾贰律,Assets/Tracks/盏茗.茶鸣拾贰律.0/Illustration.jpg,assets/aa/Android/b49f31e9abed4051e9fa8480f8e0e721.bundle,covered,01a00092-cc98-7ead-8535-10fb9b0813f7,high,01a00092-cc98-7ead-8535-10fb9b0813f7,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
祈-我ら神祖と共に歩む者なり-.光吉猛修VS穴山大輔VSKaiVS水野健治VS大国奏音.0,Assets/Tracks/祈-我ら神祖と共に歩む者なり-.光吉猛修VS穴山大輔VSKaiVS水野健治VS大国奏音.0/,Assets/Tracks/祈-我ら神祖と共に歩む者なり-.光吉猛修VS穴山大輔VSKaiVS水野健治VS大国奏音.0/Illustration.jpg,祈-我ら神祖と共に歩む者なり-,光吉猛修VS穴山大輔VSKaiVS水野健治VS大国奏音,Assets/Tracks/祈-我ら神祖と共に歩む者なり-.光吉猛修VS穴山大輔VSKaiVS水野健治VS大国奏音.0/Illustration.jpg,assets/aa/Android/70329764facbd06ebdf8cbd159664580.bundle,covered,01a00092-b63c-79bd-87df-d7785fa0f493,high,01a00092-b63c-79bd-87df-d7785fa0f493,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
神話.PicaM2U.0,Assets/Tracks/神話.PicaM2U.0/,Assets/Tracks/神話.PicaM2U.0/Illustration.jpg,神話,PicaM2U,Assets/Tracks/神話.PicaM2U.0/Illustration.jpg,assets/aa/Android/33591a8cbe7254e5fb1af2b8830de4cc.bundle,covered,01a00092-ba01-70a2-8fb0-5142736a2e67,high,01a00092-ba01-70a2-8fb0-5142736a2e67,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
聖夜讃歌.A39沙包P.0,Assets/Tracks/聖夜讃歌.A39沙包P.0/,Assets/Tracks/聖夜讃歌.A39沙包P.0/Illustration.jpg,聖夜讃歌,A39沙包P,Assets/Tracks/聖夜讃歌.A39沙包P.0/Illustration.jpg,assets/aa/Android/874b9304c6300144775d928cb43b5388.bundle,covered,01a00092-bacb-7425-8a90-8f8554970763,high,01a00092-bacb-7425-8a90-8f8554970763,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
華灯爱.闫东炜.0,Assets/Tracks/華灯爱.闫东炜.0/,Assets/Tracks/華灯爱.闫东炜.0/Illustration.jpg,華灯爱,闫东炜,Assets/Tracks/華灯爱.闫东炜.0/Illustration.jpg,assets/aa/Android/868bab1439bb028f17319d93aa9da99b.bundle,covered,01a00092-ab62-7187-9db3-c4c42bb3bb9e,high,01a00092-ab62-7187-9db3-c4c42bb3bb9e,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
萤火虫の怨.闫东炜.0,Assets/Tracks/萤火虫の怨.闫东炜.0/,Assets/Tracks/萤火虫の怨.闫东炜.0/Illustration.jpg,萤火虫の怨,闫东炜,Assets/Tracks/萤火虫の怨.闫东炜.0/Illustration.jpg,assets/aa/Android/905269b764399d3a129d31ca3b5714f0.bundle,covered,01a00092-c618-7ee0-aa03-505b1e4b5d9e,high,01a00092-c618-7ee0-aa03-505b1e4b5d9e,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
蝎虎天体Lacertid.CreamvsDaily天利.0,Assets/Tracks/蝎虎天体Lacertid.CreamvsDaily天利.0/,Assets/Tracks/蝎虎天体Lacertid.CreamvsDaily天利.0/Illustration.jpg,蝎虎天体Lacertid,CreamvsDaily天利,Assets/Tracks/蝎虎天体Lacertid.CreamvsDaily天利.0/Illustration.jpg,assets/aa/Android/ce767d2caa292062bfc773b37cb1a93e.bundle,covered,01a00092-bff1-79cf-a5ac-790148791b3c,high,01a00092-bff1-79cf-a5ac-790148791b3c,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
贝多芬祝福BeethovenBlessing.Nauts.0,Assets/Tracks/贝多芬祝福BeethovenBlessing.Nauts.0/,Assets/Tracks/贝多芬祝福BeethovenBlessing.Nauts.0/Illustration.jpg,贝多芬祝福BeethovenBlessing,Nauts,Assets/Tracks/贝多芬祝福BeethovenBlessing.Nauts.0/Illustration.jpg,assets/aa/Android/dec60d1a4903bc9cfdd2156a43908991.bundle,covered,01a00092-a53e-711a-b56f-d26a3fb7e858,high,01a00092-a53e-711a-b56f-d26a3fb7e858,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
重生.姜米條.0,Assets/Tracks/重生.姜米條.0/,Assets/Tracks/重生.姜米條.0/Illustration.jpg,重生,姜米條,Assets/Tracks/重生.姜米條.0/Illustration.jpg,assets/aa/Android/be66864e1e73bb421eba25bebbeb6228.bundle,covered,01a00092-cd87-7e15-a50a-ac3a644c1e3f,high,01a00092-cd87-7e15-a50a-ac3a644c1e3f,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
雪降りメリクリ.A39.0,Assets/Tracks/雪降りメリクリ.A39.0/,Assets/Tracks/雪降りメリクリ.A39.0/Illustration.jpg,雪降りメリクリ,A39,Assets/Tracks/雪降りメリクリ.A39.0/Illustration.jpg,assets/aa/Android/e8da5d8619a809ff9758c07772f697f3.bundle,covered,01a00092-c436-71a6-99b8-b7f30f746b74,high,01a00092-c436-71a6-99b8-b7f30f746b74,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
雪降り雪が降っている.AiSSw夜輪ft結月ゆかり.0,Assets/Tracks/雪降り雪が降っている.AiSSw夜輪ft結月ゆかり.0/,Assets/Tracks/雪降り雪が降っている.AiSSw夜輪ft結月ゆかり.0/Illustration.jpg,雪降り雪が降っている,AiSSw夜輪ft結月ゆかり,Assets/Tracks/雪降り雪が降っている.AiSSw夜輪ft結月ゆかり.0/Illustration.jpg,assets/aa/Android/ad491432b683cd87d9f5fbc99dc4513f.bundle,covered,01a00092-c346-7dee-95b9-44f4773ee203,high,01a00092-c346-7dee-95b9-44f4773ee203,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
零號車輛.seatrus.0,Assets/Tracks/零號車輛.seatrus.0/,Assets/Tracks/零號車輛.seatrus.0/Illustration.jpg,零號車輛,seatrus,Assets/Tracks/零號車輛.seatrus.0/Illustration.jpg,assets/aa/Android/8cc4943e34e86a10bf9792f2c177e818.bundle,covered,01a00092-b2d5-72da-a23e-a4fda6068acd,high,01a00092-b2d5-72da-a23e-a4fda6068acd,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
青丘.BLACK0.0,Assets/Tracks/青丘.BLACK0.0/,Assets/Tracks/青丘.BLACK0.0/Illustration.jpg,青丘,BLACK0,Assets/Tracks/青丘.BLACK0.0/Illustration.jpg,assets/aa/Android/0a608ec21be0b4dd573eac54d9a274d1.bundle,covered,01a00092-b828-7a4a-be17-bbcd919a7ee3,high,01a00092-b828-7a4a-be17-bbcd919a7ee3,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
青芽.茶鸣拾贰律.0,Assets/Tracks/青芽.茶鸣拾贰律.0/,Assets/Tracks/青芽.茶鸣拾贰律.0/Illustration.jpg,青芽,茶鸣拾贰律,Assets/Tracks/青芽.茶鸣拾贰律.0/Illustration.jpg,assets/aa/Android/582ae3567269932272875734109bbedc.bundle,covered,01a00092-b8fd-7b78-8e3f-7773d1455405,high,01a00092-b8fd-7b78-8e3f-7773d1455405,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
风屿.闫东炜.0,Assets/Tracks/风屿.闫东炜.0/,Assets/Tracks/风屿.闫东炜.0/Illustration.jpg,风屿,闫东炜,Assets/Tracks/风屿.闫东炜.0/Illustration.jpg,assets/aa/Android/e491ec4e724c45c71668a3a788c2904e.bundle,covered,01a00092-a9bc-7f83-b32a-a58b30dae4dc,high,01a00092-a9bc-7f83-b32a-a58b30dae4dc,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
黄金之城GOLDTOWN.Memme.0,Assets/Tracks/黄金之城GOLDTOWN.Memme.0/,Assets/Tracks/黄金之城GOLDTOWN.Memme.0/Illustration.jpg,黄金之城GOLDTOWN,Memme,Assets/Tracks/黄金之城GOLDTOWN.Memme.0/Illustration.jpg,assets/aa/Android/cfd8ddc9683e64b2ed620ece0df2fcda.bundle,covered,01a00092-ad2a-7be3-84c3-8f2c5c1c897e,high,01a00092-ad2a-7be3-84c3-8f2c5c1c897e,current APK primary Illustration slot; candidate Catalog rows=1; strong=1
